GDP;Inflation;InterestRate;;OutputGap
6363,102;0,70200919874120500;7,3033333333333300;;
6470,763;0,81730769230768900;7,3766666666666700;;
6566,641;0,78683834048642200;6,6166666666666700;;
6680,803;0,70972320794888400;6,7433333333333300;;
6729,459;0,84566596194501700;6,2800000000000000;;
6808,939;0,76869322152342300;5,9900000000000000;;
6882,098;0,39297272306982700;5,6166666666666700;;
7013,738;0,69076675109369900;5,6066666666666700;;
7115,652;0,64029270523667600;6,0666666666666700;;
7246,931;0,63621904112703100;7,0833333333333300;;
7331,075;0,88055994581170800;7,3333333333333300;;
7455,288;0,47000895255147000;7,8366666666666700;;
7522,289;0,82423702383605000;7,4833333333333300;;
7580,997;0,88378258948296700;6,6200000000000000;;
7683,125;0,43802014892685800;6,3233333333333300;;
7772,586;0,47972088966419200;5,8933333333333300;;
7868,468;0,91145833333333700;5,9100000000000000;;
8032,840;0,98924731182795500;6,7200000000000000;;
8131,408;0,53236797274276500;6,7800000000000000;;
8259,771;0,72018640118618700;6,3433333333333300;;
8362,655;0,67297581493164300;6,5633333333333300;;
8518,825;0,39690829329432700;6,6966666666666700;;
8662,823;0,39533915938412400;6,2433333333333300;;
8765,907;0,39378238341967700;5,9066666666666700;;
8866,480;0,26837324525186200;5,5866666666666700;;
8969,699;0,53530986205477400;5,5966666666666700;;
9121,097;0,38910505836574700;5,2033333333333300;;
9293,991;0,34679722562221000;4,6700000000000000;;
9411,682;0,38625736938402500;4,9833333333333300;;
9526,210;0,97205346294045000;5,5400000000000000;;
9686,626;0,62174087444844500;5,8833333333333300;;
9900,169;0,61789914291409700;6,1400000000000000;;
10002,179;0,99049128367671300;6,4800000000000000;;
10247,720;1,05923891722244000;6,1766666666666700;;
10318,165;0,79580745341615000;5,8933333333333300;;
10435,744;0,53918736761024200;5,5666666666666700;;
10470,231;0,95767094426356000;5,0500000000000000;;
10599,000;1,04344526655283000;5,2700000000000000;;
10598,020;0,13143071723620300;4,9800000000000000;;
10660,465;-0,28126757922372500;4,7700000000000000;;
10783,500;0,35727717186914300;5,0766666666666700;;
10887,460;1,08675285741053000;5,1000000000000000;;
10984,040;0,42632066728452200;4,2600000000000000;;
11061,433;0,31376891842009500;4,0066666666666700;;
11174,129;1,01195952161911000;3,9200000000000000;;
11312,766;0,36429872495446900;3,6200000000000000;;
11566,669;0,49001814882032200;4,2333333333333300;;
11772,234;0,01806032147372470;4,2866666666666700;;
11923,447;0,90285301552908000;4,0200000000000000;;
12112,815;1,43163922691483000;4,6000000000000000;;
12305,307;0,35285815102328100;4,3033333333333300;;
12527,214;0,59774964838255800;4,1733333333333300;;
12767,286;0,62915064662705600;4,2966666666666700;;
12922,656;1,33726988537686000;4,1600000000000000;;
13142,642;1,21679520137104000;4,2133333333333300;;
13324,204;0,50795800880460800;4,4900000000000000;;
13599,160;0,53908355795148900;4,5700000000000000;;
13753,424;1,69235924932974000;5,0700000000000000;;
13870,188;0,56022408963586500;4,8966666666666700;;
14039,560;-0,85203998033753800;4,6300000000000000;;
14215,651;1,01917038506035000;4,6800000000000000;;
14402,082;1,91732908859793000;4,8466666666666700;;
14564,117;0,27592871119301600;4,7300000000000000;;
14715,058;0,71121455532680100;4,2600000000000000;;
14706,538;1,13677364185591000;3,6633333333333300;;
14865,701;2,19534465606688000;3,8866666666666700;;
14898,999;1,16305534624079000;3,8633333333333300;;
14608,209;-2,82852942920165000;3,2533333333333300;;
14430,902;-0,49763307500006500;2,7366666666666700;;
14381,236;1,06030233709879000;3,3133333333333300;;
14448,882;0,67907198163003700;3,5166666666666700;;
14651,249;0,20118858880576000;3,4600000000000000;;
14764,610;0,40141505360425000;3,7166666666666700;;
14980,193;0,47507215167904300;3,4900000000000000;;
15141,607;0,09325049835512050;2,7866666666666700;;
15309,474;0,29491632073945400;2,8633333333333300;;
15351,448;1,26482237514333000;3,4600000000000000;;
15557,539;1,74331089219681000;3,2100000000000000;;
15647,680;0,40851798425048900;2,4266666666666700;;
15842,259;-0,15205577046497500;2,0466666666666700;;
16068,805;0,79563865592056900;2,0366666666666700;;
16207,115;0,82753173813841200;1,8233333333333300;;
16319,541;0,21932814798266900;1,6433333333333300;;
16420,419;0,03604046953928240;1,7066666666666700;;
16648,189;0,59032987575582200;1,9500000000000000;;
16728,687;0,54098061186474300;1,9966666666666700;;
16953,838;0,37797934132595400;2,7100000000000000;;
17192,019;-0,27906764611145000;2,7466666666666700;;
17197,738;0,76122252967138800;2,7633333333333300;;
17518,508;1,18086781372786000;2,6233333333333300;;
17804,228;0,11467584447262600;2,4966666666666700;;
17912,079;-0,80335175660554900;2,2800000000000000;;
18063,529;-0,54319900168832600;1,9666666666666700;;
18279,784;1,20559564429960000;2,1666666666666700;;
18401,626;0,26267737384333700;2,2200000000000000;;
18435,137;-0,44984368771111300;2,1900000000000000;;
18525,933;0,06463406580590500;1,9200000000000000;;
18711,702;1,17235055654708000;1,7533333333333300;;
18892,639;0,33268194107489600;1,5633333333333300;;
19089,379;0,22257419716286300;2,1300000000000000;;
19280,084;0,79073696298481100;2,4433333333333300;;
19438,643;0,54351770575001800;2,2633333333333300;;
19692,595;0,39661569138069100;2,2433333333333300;;
20037,088;0,37062963626202600;2,3700000000000000;;
20328,553;0,88611837979280000;2,7600000000000000;;
20580,912;1,03307556684511000;2,9200000000000000;;
20798,730;0,32726756775751100;2,9266666666666700;;
20917,867;-0,05749473625777250;3,0333333333333300;;
21104,133;0,33511603425749300;2,6533333333333300;;
21384,775;1,19851322674610000;2,3333333333333300;;
21694,282;0,27416600784339300;1,7966666666666700;;
21902,390;0,21301799742298100;1,7933333333333300;;
21706,513;0,41942742194710200;1,3766666666666700;;
19913,143;-0,54003541723673200;0,6866666666666670;;
21647,640;1,13148537465285000;0,6500000000000000;;
22024,502;0,22995025016070600;0,8633333333333340;;
22600,185;1,07311440024275000;1,3166666666666700;;
23292,362;2,33978869448353000;1,5933333333333300;;
23828,973;1,60097531391371000;1,3233333333333300;;
24654,603;1,51776142676154000;1,5366666666666700;;
25029,116;2,28346447244157000;1,9400000000000000;;
25544,273;2,97383289846637000;2,9300000000000000;;
25994,639;1,31466214584220000;3,1066666666666700;;
26408,405;0,36716127544967200;3,8300000000000000;;
26813,601;1,04490655671580000;3,6466666666666700;;
27063,012;1,19233217201163000;3,5933333333333300;;
27610,128;0,86642654659932000;4,1500000000000000;;
27956,998;0,10450773813533500;4,4400000000000000;;
28284,498;1,04257554250392000;4,1600000000000000;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
