GDP;Inflation;InterestRate;;OutputGap
3274,302;0,81821415866236800;14,2933333333333000;;
3331,972;1,51729004940015000;13,9300000000000000;;
3366,322;1,87695516162669000;13,1166666666667000;;
3402,561;0,23882633913339400;10,6666666666667000;;
3473,413;-0,06807351940096230;10,5633333333333000;;
3578,848;1,26021798365126000;10,5433333333333000;;
3689,179;1,17726202489066000;11,6266666666667000;;
3794,706;0,89760638297872700;11,6866666666667000;;
3908,054;1,12026359143327000;11,9433333333333000;;
4009,601;1,07526881720431000;13,2000000000000000;;
4084,250;1,09606705351386000;12,8666666666667000;;
4148,551;0,73341836734696300;11,7433333333333000;;
4230,168;0,63311174422285400;11,5833333333333000;;
4294,887;1,22680088078010000;10,8133333333333000;;
4386,773;0,71472964574272100;10,3366666666667000;;
4444,094;0,89478556001232900;9,7600000000000000;;
4507,894;0,21406727828747900;8,5566666666666700;;
4545,340;-0,21361000915473200;7,6033333333333300;;
4607,669;0,73394495412844400;7,3066666666666700;;
4657,627;0,54644808743168400;7,2633333333333300;;
4722,156;1,11714975845412000;7,1933333333333300;;
4806,160;1,31382502239476000;8,3433333333333400;;
4884,555;1,14942528735629000;8,8766666666666700;;
5007,994;0,84498834498834500;9,1233333333333300;;
5073,372;0,60676105171917000;8,4166666666666600;;
5190,036;1,26364158529581000;8,9100000000000000;;
5282,835;1,33295519001702000;9,1000000000000000;;
5399,509;1,03554436048140000;8,9566666666666700;;
5511,253;1,10803324099723000;9,2066666666666600;;
5612,463;1,64383561643836000;8,7733333333333300;;
5695,365;0,80862533692720600;8,1066666666666700;;
5747,237;0,96256684491979000;7,9066666666666700;;
5872,701;1,72139830508475000;8,4233333333333400;;
5960,028;1,01536058318146000;8,6766666666666600;;
6015,116;1,72680412371135000;8,7033333333333300;;
6004,733;1,62148467190269000;8,3966666666666700;;
6035,178;0,82273747195214500;8,0166666666666600;;
6126,862;0,59347181008900400;8,1300000000000000;;
6205,937;0,78662733529991100;7,9400000000000000;;
6264,540;0,75609756097563600;7,3466666666666700;;
